DCS-ID	input	output
297029	asya varzasya SezaM ced vyatIyur iha pARqavAH	
297539	prahasann abravId rAjan kutrAgamanam ityuta	
297674	iti sma kuravaH sarve vimfSantaH pfTak pfTak	
297736	BIzmo droRaH kfpo drORiH pOruzaM tad apUjayan	
298473	tAnyanIkAnyadfSyanta kurURAm ugraDanvinAm	
298532	sa tu labDvA punaH sTAnaM gOtamaH savyasAcinam	
299412	nakulaH sahadevo vA drOpadI vA yaSasvinI	
300279	upatizWatu mAM devI etad asyA hitaM param	
30077	anizyamARo'pi balAtkroDa utpadyate taTA	
300804	dizwyA na yudDamanasaH saha dAmodareRa te	
300892	astamBanIyaM yuDi manyamAnaM jyAkarzatAM SrezWatamaM pfTivyAm	
30117	tena SastraM mayA kAyo gfhItaH kutra kupyate	
301512	na hi te darSane 'kAlyo jAtu rAjA bravIti mAm	
301515	abravIt prAYjalir vAkyaM cintayAnaM narADipam	
301522	tanme dahati gAtrARi tad akArzIt prajAgaram	
30235	kzAntyA samaM tapo nAsti nanvetattadupasTitam	
302476	brahmeSAnAdayo devAH sarvaSaktiriyaM mama	
303842	vItarAgAMSca sarvajYAn kowikowiSatAn praBuH	
30429	utsfzwadIrGormiBujEr ivArtaS cukroSa yajYeSvara pAhi meti	
305061	ISvaro hi jagatsrazwA praBurnArAyaRaH svarAw	
305461	baBUvuste taTA SApAjjAyamAnAH punaH punaH	
305776	namo DarmavijYAnanizWAya tuByaM namaste varAhAya BUyo namaste	
306338	tamUcurBrAtaro rudraH sevitaH sAttvikErjanEH	
306740	mAdryAM vfzReH suto jajYe pfSnirvE yadunandanaH	
307139	na ca liNgArcanAt puRyaM loke'smin BItinASanam	
307188	namaH SivAya SAntAya brahmaRe liNgamUrtaye	
307254	SrutvA sakfdapi hyetat tapaScaraRamuttamam	
308423	sUta uvAca	
30850	pratyakzaM cAnumAnaM ca SAstraM ca viviDAgamam	
308649	yatra devo mahAdevo devyA saha maheSvaraH	
308673	idAnIM SrotumicCAmastrilokasyAsya maRqalam	
309100	muKyAvalokane ca tadanukaraRapratiBAsaH	
309733	suzumno harikeSaSca viSvakarmA taTEva ca	
309738	harikeSastu yaH prokto raSmirnakzatrapozakaH	
309991	tezAM tat paramaM sTAnaM devAnAmapi durlaBam	
310366	upAdAnam kAraRam tasya grahaRAt	
310422	samudro niDanam	
31069	aTa me kuru kalyARaM kAmaM kamalalocana	
310767	triguRaM vyaktam avyaktaM cAguRaH puruzaH	
31088	parIto BUtaparzadBir vfzeRAwati BUtarAw	
310968	tasmAcca viparyAsAt	
31109	na me garBam imaM brahman BUtAnAm fzaBo 'vaDIt	
31118	kaSyapa uvAca	
311658	ucyate	
311779	atrAntaraM brahmavido viditvA lInA brahmaRi tatparA yonimuktAH	
311968	svaBAvam eke kavayo vadanti kAlaM taTAnye parimuhyamAnAH	
312949	araRye PalamUlASI carizyAmi mfgEH saha	
313154	aniketaH paripatan vfkzamUlASrayo muniH	
313217	SArIraM dravyam utsfjya pfTivIm anuSAsataH	
313479	AtmanEkena yodDavyaM tat te yudDam upasTitam	
313824	steyaM tvayA kftam idaM PalAnyAdadatA svayam	
314165	saMsArezvanuBUtAni kasya te kasya vA vayam	
314421	yaH sa varzaSataM rAjA hutaSizwASano 'Bavat	
314772	mA vizAdaM kfTA rAjan kzatraDarmam anusmara	
314990	jAnatA tu kftaM pApaM guru sarvaM Bavatyuta	
315447	SatruBir viviDEH SastrEH kfttadehA mahAraRe	
315471	saha sAtyakinA SOrir arjunasya niveSanam	
315599	SiSye paramayA lakzmyA vfto brAhmaRasattamEH	
315671	puzkaraM puzkarAkzasya tasmE padmAtmane namaH	
316340	Gawate vinayastAta rAjYAm eza nayaH paraH	
316943	na hi svam asti SUdrasya BartfhAryaDano hyasO	
317106	sarve yogA rAjaDarmezu coktAH sarve lokA rAjaDarmAn pravizwAH	
317220	sarvalokasya karmARi kartavyAnIha pArTiva	
317468	vivftya hi yaTAkAmaM gfhadvArARi Serate	
317778	BIzma uvAca	
318048	brahmasve rakzyamARe hi sarvaM Bavati rakzitam	
318405	yo na kAmAd BayAl loBAt kroDAd vA Darmam utsfjet	
318439	atrApyudAharantImam itihAsaM purAtanam	
319053	aNgam etanmahad rAjYAM Danino nAma BArata	
3193	nAnAnibanDEH suratopacArEH krIqAsuKaM janmaPalaM narARAm	
319425	jaGanyam Ahur vijayaM yo yudDena narADipa	
319732	narakasyApratizWasya mA BUta vaSavartinaH	
319863	AcArAd eva puruzastaTA karmasu vartate	
319885	nakulAkzAstaTA cEva sarve SUrAstanutyajaH	
320090	iti duzwasya vijYAnam uktaM te surasattama	
320147	yAdfcCikaM mamAsIt tad rAjyam ityeva cintaye	
320156	yaTA labDopapannArTastaTA kOsalya raMsyase	
320383	jAtyA ca sadfSAH sarve kulena sadfSAstaTA	
320393	mAtApitror gurURAM ca pUjA bahumatA mama	
320502	taTAgataM ca yo hanyAnnAsO pApena lipyate	
320678	mAMsApanayanaM jYAtvA vyAGrastezAM tu tad vacaH	
320798	papracCa saritaH sarvAH saMSayaM jAtam AtmanaH	
320892	labDuM labDvA cApi sadA rakzituM BaratarzaBa	
321004	fziRA SaraBaH SaptaH svaM rUpaM punar AptavAn	
321243	prajA rakzati yaH samyag Darma eva sa kevalaH	
321381	nEva kAryaM na cAkAryaM BojyABojyaM na vidyate	
321635	SrIr uvAca	
321660	BIzma uvAca	
321863	upayAto naravyAGra lokapAlo yamastadA	
32204	jAtyaBimAno gfhasTABimAnaSca	
322522	SatrurUpASca suhfdo mitrarUpASca SatravaH	
323368	kaTaM kapotena purA SatruH SaraRam AgataH	
323893	BIzma uvAca	
324425	ete pramattaM puruzam apramattA nudanti hi	
324440	dayayA sarvaBUtAnAM nirvedAt sA nivartate	
324662	Saratalpagato BIzmo nakulAya mahAtmane	
324709	tasmin girivare putra puzpitadrumakAnane	
325245	hantavyo 'yaM mama matir BavadBir iti rAkzasAH	
325248	dasyUnAM dIyatAm eza sADvadya puruzADamaH	
325260	mitradrohI nfSaMsaSca kftaGnaSca narADamaH	
325410	yadA na kurute DIraH sarvaBUtezu pApakam	
325881	utsavAd utsavaM yAnti svargAt svargaM suKAt suKam	
326008	kaTaM salilam utpannaM kaTaM cEvAgnimArutO	
326490	Srotum icCAmi DarmajYa sarvajYo hyasi me mataH	
326656	itImaM hfdayagranTiM budDiBedamayaM dfQam	
327889	sparSarUparasAdyezu saNgaM gacCanti bAliSAH	
327893	maDu tElaM payaH sarpir mAMsAni lavaRaM guqaH	
328857	badDaSca vAruREH pASEr vajreRa ca samAhataH	
330195	grIzme ca paYcatapasaH SaSvacca mitaBojanAH	
330553	karmaRA manasA vAcA brahma sampadyate tadA	
330763	tad etad BasmasAd BUtaM jagat sarvam upaplutam	
331005	atIva tapasA yukto GoreRa sa baBUva ha	
331438	mAtA jAnAti yad gotraM mAtA jAnAti yasya saH	
331571	nEva dasyur manuzyARAM na devAnAm iti SrutiH	
331767	kapila uvAca	
33186	yadi pratyakzamapyetadameDyaM nADimucyase	
331925	sarvaM suKaM yacCivam uttamaM ca brahmAvyaktaM praBavaScAvyayaSca	
332270	BIzma uvAca	
332458	Bruvor anantarAstasya grahA dAnavasattama	
332636	viSvAtmA sarvagaScEva bahumAyaSca viSrutaH	
332795	ime hi BUtale devAH praTitAH kurunandana	
332867	BIzma uvAca	
333266	paryakrAmad dahyamAna itaScetaSca tejasA	
333756	daMzwriByaSca paSuByaSca prAkfto vaDa ucyate	
333965	sADyA UcuH	
33398	kva yAsyasi mayA dfzwaH sarvadarpAnnihanmi te	
334181	SlezmamUtrapurIze ca tIvraganDasamanvite	
334215	varRAnAM ca kzayaM dfzwvA kzayAntaM ca punaH punaH	
334270	rajo vahati rAjendra sattvasya paramAM gatim	
334563	DAma tasyopayuYjanti BUya eva tu jAyate	
334567	sA hyasya prakftir dfzwA tatkzayAnmokza ucyate	
334711	tasmAnmahat samutpannaM dvitIyaM rAjasattama	
335273	etezAM saha saMvAsaM vivAsaM cEva nityaSaH	
335296	dviguRaM yogakftyaM tu yogAnAM prAhur uttamam	
335529	yaTEva buDyate matsyastaTEzo 'pyanubuDyate	
335633	jarAmftyU hi BUtAnAM KAditArO vfkAviva	
335745	rAjyESvaryamayaH pASaH snehAyatanabanDanaH	
336404	smitapUrvABiBAziRyo rUpeRApsarasAM samAH	
336580	divyaM varzasahasraM hi pAdenEkena tizWataH	
336639	BIzma uvAca	
336788	AtmaBUtEr atadBUtaH saha cEva vinEva ca	
337087	kElAsapfzWAd utpatya sa papAta divaM tadA	
337094	dadfSuH sarvaBUtAni jaNgamAnItarARi ca	
337105	saMBrAntamanaso rAjann Asan paramavismitAH	
337404	sa hi madBAvito rAjA madBaktaSca Bavizyati	
337891	prApya SvetaM mahAdvIpaM BUtvA candrapraBo naraH	
338537	tasmAnna cyutapUrvo 'ham acyutastena karmaRA	
338963	jyotirBUte jale cApi lIne jyotizi cAnile	
339184	Sreyastava viDAsyAmi balaM tejaSca suvrata	
339591	BIzma uvAca	
339616	kartuM kANkzAmi necCAmi badDaH sADAraREr guREH	
339682	BIzma uvAca	
340061	sataH sajjAyata iti vfdDAH	
340576	bAhye lakzyaM na laByeta taTEvAByantare'pi ca	
340684	uBAByAM ca SramaM kuryAnnArAcESca SarEstaTA	
34095	pAhi mAM paramAtmaMs te prezaRenAsfjaM prajAH	
34194	dIpaH prakASata iti jYAtvA jYAnena kaTyate	
342020	tyajyatAM tadgataH snehaH SrUyatAM cAsya niScayaH	
343012	kAryaviSezeRa nAnAtvam	
34377	aTAnyonyavaSAtsattvamaBAvaH syAd dvayorapi	
343802	karmaBiH karmARi guRErguRAH	
343817	karmaBiH karmARi guRErguRAH	
343998	strItvapuMstvADipatyAttu kAyAt strIpuruzendriye	
344635	sa tAm Aha	
345147	etAH sarvA vfttayo nirodDavyAH	
345483	BIzmam evABirakzantu BavantaH sarva eva hi	
345577	na yotsya iti govindam uktvA tUzRIM baBUva ha	
345975	sarvaBUtAtmaBUtAtmA kurvann api na lipyate	
345981	lipyate na sa pApena padmapatram ivAmBasA	
346296	virudDaM varjayet karma pretaDUmaM nadItaram	
346663	tatra durgARi kurvIta janakoSAtmaguptaye	
346873	gopaSORqikaSElUzarajakavyADayozitAm	
348586	ayomayyaH SalAkAS ca varmARi viviDAni ca	
350174	katamA katamark katamat katamat sAma katamaH katama udgITa iti vimfzwaM Bavati	
350357	tasya nAtidUre parivrAjakAvasaTaH	
351582	tasya vA etasyAnasaH	
351888	iti SrIdaRqinaH kftO daSakumAracarite somadattacaritaM nAma tftIya ucCvAsaH	
352494	karoti tfRamftkAzWEr gfhaM vA gfhakArakaH	
352592	DUmaM niSAM kfzRapakzaM dakziRAyanam eva ca	
353429	aTa PAlgunavfzwijYAnam	
353921	eraRqahastikarRe prAcInAmalakavAribadare dve	
354007	mitrARi mEtre	
354457	brahmaRA na mayA vApi na sa vaDyaH Sivena vA	
354783	SrISuka uvAca	
354971	sarvAn kAmAnmahAtejAH pradadAvambikAsute	
355390	svara	
355755	sa putrapaSuBir vfdDiM yaSaScAvyayam aSnute	
355938	tvam eva vidura brUhi prajYASezo 'sti cet tava	
356842	yasya yantA hfzIkeSaH SIlavfttasamo yuDi	
356938	duryoDana uvAca	
356990	apyagniM praviSeyuste samudraM vA paraMtapa	
357145	aSvatTAmA vikarRaSca sEnDavaSca jayadraTaH	
357573	yo 'sO vanyo gajaH so 'nyo rAjA rAjann upAgataH	
357743	itIdaM nfpatiH SrutvA tAm uvAca kftasmitaH	
35845	ucyate jAlasya	
358523	asmAkaM tu na yAtAni gocaraM cakzuzAm iti	
358592	SvaSureRAByanujYAtaH prItena ca mahIBujA	
358593	dUtEH sa pratidUtES ca saha vArARasIM gataH	
358873	latAyAH sahakArasya PalAni mukulEr iva	
359800	SarIraM rAjaputrasya dvitIyam iva gomuKaH	
359808	tisfRAM ca prayuktAnAm aBavad BavataH priyA	
360369	grahItavyAni nAmAni gurudevadvijanmanAm	
360821	evaM mAnasavegAnAM vfndEr ambaram Avftam	
360924	yuzmatsmaraRapUto 'yaM janaH kiM kurutAm iti	
360985	yo hi deSAntaraM yAti mugDo 'pi DaraRIcaraH	
361020	kva ca kasyApi pAnTasya rajjuBAge vyavasTitaH	
361608	anenEva tvadIyena SarIreRAham arTinI	
361663	aTa gacCati sma ravir astaBUDaraM vasitadrumAn aDi SakuntapaNktayaH	
363002	tayoktam ayam AramBo yuzmAkaM dfSyate yaTA	
364109	sADuBir varjyamAnasya nazwam etac catuzwayam	
364152	etasminn Akule kAle SAlaskanDAvftaH paraH	
364778	tvadIyena tu putreRa tyaktasarvAnyakarmaRA	
364800	yac ca sAgaradattena mayA ca pariBAzitam	
364801	budDaM tad BavataH sarvaM sahadUtasamAgamam	
365740	svaH prapadye 'munAmunAmunA	
365923	vanditvA punar abrUtAM brUta kiM kriyatAm iti	
366254	kriyatAM vatsakOSAmbIsaMbanDEva punaH kaTA	
36659	lokasya tamasAnDasya cakzuH sUrya ivoditaH	
367173	dakziRA dik kalA	
367648	praviSa rADe mADavasamIpam iha	
367760	tasmE hovAca	
367761	prARaH kalA	
368122	muniBiH pfzwavAn devaM pUjitaM jYAnakarmaBiH	
370038	prasahya dApayed deyaM tasmin sTAne na cAnyaTA	
370540	tvamakzaraM paramaM veditavyaM tvamasya viSvasya paraM niDAnam	
370641	so 'pISvaraniyogena kubero vartate sadA	
370691	sApi vidyA maheSasya niyogavaSavartinI	
370796	brahmA yogI paramAtmA mahIyAn vyomavyApI vedavedyaH purARaH	
373378	prayAgAdizu tIrTezu puRyezvAyatanezu ca	
373674	tasyAditya eva samit	
373693	diSo 'NgArAH	
373712	tasyA Ahuter garBaH samBavati	
374344	vyAsa uvAca	
37451	devyaBAvaH sa vijYeyo yatra BAvAH kzayaM gatAH	
374708	tatretaraH svajaGanam utkzipet	
374809	yatra maNkaRako rudraM prapannaH parameSvaram	
375571	prayuYjAno varastrIzu sidDiM gacCati nAyakaH	
376059	tanmitrezu viSvasiti	
376262	yatra devAdidevena cakrArTaM pUjito BavaH	
376985	nArada uvAca	
377133	rAtrO BartA gatastatra rakzito vidyayA tvayA	
377745	balaBadraH pralambaGno yamunAkarzaRo 'Bavat	
377806	nigfhItArizaqvargastaTA vijayate mahIm	
378524	BUyaH kaTaya tfptir hi SfRvato nAsti me 'mftam	
378581	manyase yadi tacCakyaM mayA drazwum iti praBo	
378604	praRamya SirasA devaM kftAYjalir aBAzata	
379160	saMjaya uvAca	
379346	tuzwo 'smi pUjitaScAsmi yat kANkzasi tad astu te	
379953	ahaM ca tvAnuyAsyAmi BImaH kfzRaSca mAriza	
380498	BImasenaM taTA dfzwvA prAkroSaMstAvakA nfpa	
380646	arDacandreRa vyUhena vyUhaM tam atidAruRam	
380843	sarvaDarmaviSezajYaH pitA devavratastava	
381334	vigAhya tad gajAnIkaM BImaseno 'pi pARqavaH	
381470	taM dfzwvA vyaTitaM BImam aBimanyupurogamAH	
381795	avajAnanmahAtmAnaM Gore tamasi majjati	
381886	brahmarziBiSca devESca yaH purA kaTito Buvi	
382783	sa hatASve raTe tizWaY SrutakarmA mahAraTaH	
382823	varacApaDarA vIrA vicitrakavacaDvajAH	
383103	darSayAnAH paraM SaktyA pOruzaM puruzarzaBa	
38320	sarvaM mAyeti tarkeRa svasTas tyaktvA na tat smaret	
383490	Goram AyoDanaM jajYe BUtasaMGasamAkulam	
383726	taTEva kOrave rAjann avaDyanta pare raRe	
384200	samaByaDAvan kroSanto rAjAnaM jAtasaMBramAH	
384272	droRaM duryoDanaM Salyam aSvatTAmAnam eva ca	
384324	samAgamaSca bahuBiH purABUd asurEH saha	
384459	saMjaya uvAca	
385453	mahAraTAH samAKyAtAH kulaputrAstanutyajaH	
385615	Sakyo jetuM yamaH krudDo vajrapARiSca devarAw	
386128	nEmittikastu sarvezAM parvaRAM pUjanaM japaH	
386232	anyonyAtiSayEr yuktaM yaTA vftramahendrayoH	
386257	vimuKIkftya putraM te tava senAM mamarda ha	
386486	uzRIzEr apavidDESca cAmaravyajanEr api	
386583	ayaM cApi mahezvAsaH pArzato vAhinIpatiH	
386837	na ca te 'sya rujaM cakruH pitustava janeSvara	
386869	nAByavartanta rAjAnaH sahitA vAnaraDvajam	
387474	vidustvAM niDanaM pArTa sarvakzatrasya tadvidaH	
387930	vedaM zaqaNgaM vedAham arTavidyAM ca mAnavIm	
388375	jitavAn puRqarIkAkzo yavanAMSca sahAnugAn	
38938	navanAgabalaM Datte kAntyA sUrya ivAparaH	
389898	catvAri tu sahasrARi vAsudevasya ye 'nugAH	
390358	AdAya karRaM vivyADa trisaptatyA nadan raRe	
390367	evam eza mahArOdraH kzayArTaM sarvaDanvinAm	
390438	yanmAM pfcCasi rAjendra sOBadrasya nipAtanam	
390969	tad asya brUhi me vIryaM karma cAgryaM mahAtmanaH	
391074	DanuzaSca SarARAM ca tad apaSyAma kevalam	
391573	sa nUnaM bahuBir yattEr yuDyamAno nararzaBEH	
39173	anena kurute divyaM rUpametanna saMSayaH	
392040	sAmnA ye sarvaBUtAni gacCanti gatamatsarAH	
392339	hariRA candanenANgam anulipya mahABujaH	
392658	SrUyante sma giraScitrAH parasparavaDEziRAm	
392945	tEH samyag astEr balinA kftinA citrayoDinA	
393803	raTamArgapramARaM tu kOnteyo niSitEH SarEH	
394175	asya prADAnyAt	
394228	eza duryoDanaH kfzRa droRena vihitAm imAm	
394390	kaTAsvanuvfttir anyatra sapatnyAH	
394937	saMjaya uvAca	
39504	gOryASca nilayo vinDye vinDyasUryasamAgamaH	
39513	sutasya ca taTotpattirdevyAScAnDakadarSanam	
395660	amarzI kftavarmA tu sAtyakiM paryavArayat	
396207	yaTA purA vajraDaraH prasahya balasya saMKye 'tibalasya rAjan	
39660	prajAsu ca vivfdDAsu prayAge yajataSca ha	
396862	kva te mAnaSca darpaSca kva ca tad vIra garjitam	
397116	saMjaya uvAca	
397194	tam api prahasan droRaH SarEr ninye yamakzayam	
397205	Adatta sarvaBUtAni prApte kAle yaTAntakaH	
397356	sAtyakiSca mahAvIryaH kartavyaM yadi manyase	
397899	AScaryaBUtaM loke 'smin samudrasyeva SozaRam	
397926	sEnDave hi mahAdyUtaM samAsaktaM parEH saha	
397954	hatASvasUtAt sa raTAd avaplutya mahAraTaH	
39835	maRqalasTaM mahAdevam astOzId dInayA girA	
398568	na pareRa samuddizwam upeyAt sAkziRaM rahaH	
399547	nfSaMsaM bata kOnteya karmedaM kftavAn asi	
39993	yaSca prARAnpriyAMstatra parityakzyati mAnavaH	
400650	tvaM ca duryoDana balaM yadi Saknozi DAraya	
401109	duryoDana uvAca	
401261	etena sarvapAlAnAM vivAdaH samudAhftaH	
401394	izavas tasya naSyanti yo vidDam anuviDyati	
40148	pitAmaha uvAca	
401552	tvayA nATena rADeya vacasA yadi siDyati	
401815	mAtulenEvam uktastu drORiH SastraBftAM varaH	
402873	ezo 'rjuno raRe yatto yuDyate kuruBiH saha	
403905	tasyApyakzasamA bARA rukmapuNKAH SilASitAH	
404082	atIva sA niSA tezAM baBUva vijayAvahA	
404250	SaktihastaM punaH karRaM ko loke 'sti pumAn iha	
404522	BaktaSca me mahAbAhuH priyo 'syAhaM priyaSca me	
405080	vavO ca vizamo vAyuH sAgarAScApi cukzuBuH	
405615	kasmin idaM hate rAjan raTasiMhe balaM tava	
405794	yaTA yaTAham icCeyaM taTA BUtvA SarA mama	
406447	apare pradrutAstatra dahyamAnA mahAgajAH	
406561	vyAsa uvAca	
406930	aNke kuruzva rAjAnaM DftarAzwra yuDizWiram	
406965	vESaMpAyana uvAca	
407331	na jAtu gamanaM tatra Bavet pArTa nirarTakam	
407725	sAtyakir uvAca	
408063	yaTA prItir mahAbAho tvayi jAyeta tasya vE	
40820	sa cApi taruBistatra bahuBiH kusumotkarEH	
408421	mAdrIputrO ca vaktavyO kzatraDarmaratO sadA	
408424	mano manuzyasya sadA prIRanti puruzottama	
408621	DarmArTayuktaM taTyaM ca yaTA tvayyupapadyate	
408803	sahaBUtAstu BaratAstavEva syur janeSvara	
408919	tapasvino mahAtmAno vedavratasamanvitAH	
408957	yadyetad astram asmAsu yuktaM tApasa manyase	
409043	kaRva uvAca	
40915	madyamAMsaratAprajYA mohitAH SivamAyayA	
409222	ugre tapasi vartante yezAM biByati devatAH	
40968	sampradAyaM prayacCanti gurO tuzwe marIcayaH	
409972	taTA tu ramamARasya divodAsasya BUpateH	
410261	eza dozo 'BimAnena purA prApto yayAtinA	
410348	yaH samyag vartamAnezu miTyA rAjan pravartate	
41041	yastu harotsavamadButametaM gAyati dEvataviprasamakzam	
41075	rasadIkzAvihInA ye proktalakzaRavarjitAH	
410869	baBUvuScEva rUpARi yakzaganDarvarakzasAm	
411043	rASivarDanamAtraM sa nEva strI na punaH pumAn	
411161	na tvaM parasyAnuDuraM tAta jIvitum arhasi	
411172	putra uvAca	
411224	mAtovAca	
41194	pUjayedrasasidDyarTaM vidyayA paYcabIjayA	
412136	evaM jyezWo 'pyaTotsikto na rAjyam aBijAyate	
412140	tasya pArTivasiMhasya rAjyaM DarmeRa SAsataH	
412297	yam Aha kfzRo dASArhaH so 'stu no vAhinIpatiH	
412905	aSaktena ca yacCaptaM BImasenena pARqava	
412957	vAsudevasahasraM vA PalgunAnAM SatAni vA	
412969	saMjaya uvAca	
413153	sudakziRastu kAmbojo raTa ekaguRo mataH	
415043	nihanyA iti taM droRaH pratyuvAca hasann iva	
41533	sa badDvA mahatIM kaRWe SilAM brahmasutaH praBuH	
415353	ahaM hi devo devAnAM sarvalokeSvareSvaraH	
415356	niyamESca vratEstuzwa AcAreRa ca mAnavEH	
416229	gacCa gacCa paraM sTAnaM yatra devo niraYjanaH	
416624	na sragupAnahO	
41693	rudreRa samatAM labDvA mahAgaRapatirbaBO	
417	tadudBavaM kuRqapuzpaM sarvakAryArTasADakam	
417173	stamBanAdicakrAya namaH	
417841	oM padmAya namaH	
417890	tES cAbdaM samAcaran	
418637	iti Darmo DarmaH	
418757	mudrAyA darSanaM rudra mUlamantreRa vA hara	
418918	mUlamantreRa vE kuryAjjapapUjAsamarpaRam	
419687	kadambakusumAkAro lakzmInArAyaRo'vatu	
420051	apare aparAH	
420052	aDare aDarAH	
420150	tAneva devatAnAM ca pUrvamAnena kArayet	
420322	AsanetAni sarvARi praRavAKyaM japedguruH	
421705	pratyakze'pi kfte doze mUrKaH sAntvena tuzyati	
42207	uktvA nadI Bavasveti visasarja mahAtapAH	
422357	catvAriMSacca varzARi hInareKastu jIvati	
422397	akarmakAc ca	
422894	aparADaH sa dEvasya na punar mantriRAm ayam	
423096	suhfdbalaM taTA rAjyam AtmAnaM kIrtim eva ca	
423114	DanaDAnyADiko vESyaH SUdras tu dvijasevayA	
42316	nadyaH sarvAH samAjagmuH paSavaScEva sarvaSaH	
423232	sa kaTayati	
424286	anyatra jAtaM ca na tatpraDAnaM mUlyaM BavecCilpiviSezayogAt	
42512	SuBeByaSca namo vo 'stu aSuBeByastaTEva ca	
425543	nadyAH Sezasya anyatarasyAm	
425602	tfRe ca jAtO	
42688	daSavarzasahasrARi daSavarzaSatAni ca	
427470	sarpaH kUpe gajaH skanDe bila AKuSca DAvati	
427517	yaTA pUrvakftaM karma SuBaM vA yadi vASuBam	
428066	kzamasva jagatAM nATa trElokyADipate hara	
428856	hariruvAca	
429376	SukrapravfttO mftyustu jAyate SukrasaMSraye	
429675	Adye made dvitIye 'pi pramadAyatane sTitaH	
429755	antarmuKAni pARqUni dAruRopadravARi ca	
430899	DanvantariruvAca	
43137	taM sa rAjA daSaraTo gamizyati mahAyaSAH	
431515	yAjanaM hi mamApyevaM vartate tvayi pArTiva	
432624	trElokyam asfjad brahmA kftsnaM sTAvarajaNgamam	
432976	prARApAnAvudAnaSca samAnaSca tam abruvan	
433126	brAhmaRa uvAca	
433186	tam aDvaryuH pratyuvAca nAyaM CAgo vinaSyati	
433414	pitfpEtAmahe rAjye vaSye janapade sati	
433878	aDiBUtaM tu karmARi SakrastatrADidEvatam	
434057	izwaM dattaM tapo 'DItaM vratAni niyamASca ye	
43426	etasminn antare vizRur upayAto mahAdyutiH	
434559	SabdaH sparSastaTA rUpaM raso ganDaSca paYcamaH	
434805	tejomayI vAg iti	
43547	vizRor arDaM mahABAgaM putram ikzvAkunandanam	
435510	janaka uvAca	
435585	sa tasya damaSOcAByAM vikrAntena ca karmaRA	
435720	uttaNka uvAca	
435770	svargadvArasya gamane sTAne ceha dvijottama	
436786	vESaMpAyana uvAca	
437331	vavarza DanuzA pArTo varzARIva sureSvaraH	
437562	taM ha prajApatir uvAca	
438422	rAjAnaM BojarAjanyavarDano vizRur abravIt	
438445	dizwyAsi pArTa kuSalI Danyo rAjA yuDizWiraH	
438739	kalyARavftte kalyARi nEvaM tvaM vaktum arhasi	
439476	kfzRanetro mahAbAhur devEr api durAsadaH	
440282	snAnaM pAdodakaM vizRoH piban Sirasi DArayan	
440418	amBasA kevalenATa karizye vratapAraRam	
440483	SrutvA DarmaM vijAnAti SrutvA tyajati durmatim	
440947	eza eva paro mokza eza svarga udAhftaH	
44177	anujagmur mahAtmAnaM viSvAmitraM mahAmunim	
441898	itTamBUtalakzaRe	
4431	taTEvoccAraRenEva Baktiyuktena cetasA	
44586	ayaM yajYahano 'smAkam anenASvo 'panIyate	
45251	ihAgato mahAtejAH pUjAM prApya mahAtmanaH	
45467	tava prasAdAd Bavatu devadeva mamepsitam	
45667	yAvajjIvaM na saMdehaH keSAH syur BramaropamAH	
45828	gacCed ikzvAkudAyAdo viSvAmitrasya tejasA	
46107	puzkaraM SrezWam Agamya viSvAmitraM dadarSa ha	
46312	putrO daSaraTasyemO kzatriyO lokaviSrutO	
46327	tad etad devadevasya DanUratnaM mahAtmanaH	
46702	sadfSAByAM naraSrezWa sadfSe dAtum arhasi	
46929	vamanaM recanaM kftvA praviSettatra sADakaH	
48381	aparADaM kam uddiSya tyakzyAmIzwam ahaM sutam	
49433	bahuBiS cEkam atyasyann ekena ca bahUY janAn	
49446	devadeva mahAdeva SaktInAM lakzaRaM kaTam	
49646	anena sidDakalkena vezwitaM bfhatIPale	
50827	BogASca santi SarIre tadanityamato vfTA sakalam	
5247	hrasvoccAre vyADiyukto dIrGajApe vasukzayaH	
52689	jale nivAsAjjalajA jalecaryAj jalecarAH	
53258	DaraRyAM nipapAtASu bAzpaviplutaBAziRI	
54360	iti	
54388	tvaM cEva hi naraSrezWa devAS cAgnipurogamAH	
54430	muzRantI praBayA rAjYAM cakzUMzi ca manAMsi ca	
55041	eraRqasnehagavyAjEr mAtuluNgarasena vA	
5515	tvagdozAriH kuzWahantA girivAsI nagASrayaH	
55548	uBayAtmakaM leKanam	
55563	evaM ca tadazwaDA saMmatam	
55605	rAjAnaM pretaBAvasTaM kftvA rAmaM ca tApasam	
55946	yujyatAM mahatI senA caturaNgamahAbalA	
56970	pAdyam arGyaM taTAtiTyaM vane yad upapadyate	
59025	Baratasya vacaH kurvan yAcamAnasya rAGava	
59165	yAnES ca SakawES cEva hayEr nAgES ca sA camUH	
60006	sTitA iti dIrGakAlajIvinaH	
60059	idaM provAca DarmAtmA sarvAn eva tapasvinaH	
60554	taM taTA BAzamARaM tu BrAtaraM vipraGAtinam	
62300	puzparAgaM guru svacCaM snigDaM sTUlaM samaM mfdu	
62644	catvAriMSatpuwErevaM kAntaM tIkzRaM ca muRqakam	
62959	yaToktena viDAnena guruRA muditAtmanA	
6296	nAlo naqo nalaS cEva kukziranDro 'Ta kIcakaH	
63136	tAmraM tIkzRasamAyuktaM drutaM nikzipya BUriSaH	
63485	sA tu SUrpaRaKA nAma daSagrIvasya rakzasaH	
64523	nacirAt prApyate loke pApAnAM karmaRAM Palam	
64734	rAmam uddiSya cikzepa hatas tvam iti cAbravIt	
